DATETIME,BALANCE,EQUITY
2020-01-15,100036.6200,100036.6200
2020-01-16,100036.6000,100037.0000
2020-01-17,100036.6000,100037.8800
2020-01-21,100037.4700,100037.4700
2020-01-22,100037.4700,100037.4700
2020-01-23,100037.4500,100037.7600
2020-01-24,100037.4500,100037.5300
2020-01-27,100035.4500,100035.4500
2020-01-28,100035.4300,100036.6900
2020-01-29,100035.4300,100038.3500
2020-01-30,100035.4300,100038.2300
2020-01-31,100035.4300,100034.6400
2020-02-03,100033.3200,100033.3200
2020-02-04,100033.3200,100033.3200
2020-02-05,100033.3200,100033.3200
2020-02-06,100033.3200,100033.3200
2020-02-07,100033.3200,100033.3200
2020-02-10,100033.3200,100033.3200
2020-02-11,100033.3200,100033.3200
2020-02-12,100033.3200,100033.3200
2020-02-13,100033.3200,100033.3200
2020-02-14,100033.3200,100033.3200
2020-02-18,100033.3200,100033.3200
2020-02-19,100033.3200,100033.3200
2020-02-20,100033.3200,100033.3200
2020-02-21,100033.3200,100033.3200
2020-02-24,100033.3200,100033.3200
2020-02-25,100033.3200,100033.3200
2020-02-26,100033.3200,100033.3200
2020-02-27,100033.3200,100033.3200
2020-02-28,100033.3200,100033.3200
2020-03-02,100033.3200,100033.3200
2020-03-03,100033.3200,100033.3200
2020-03-04,100033.3200,100033.3200
2020-03-05,100033.3200,100033.3200
2020-03-06,100033.3200,100033.3200
2020-03-09,100033.3200,100033.3200
2020-03-10,100033.3200,100033.3200
2020-03-11,100033.3200,100033.3200
2020-03-12,100033.3200,100033.3200
2020-03-13,100033.3200,100033.3200
2020-03-16,100033.3200,100033.3200
2020-03-17,100033.3200,100033.3200
2020-03-18,100033.3200,100033.3200
2020-03-19,100033.3200,100033.3200
2020-03-20,100033.3200,100033.3200
2020-03-23,100033.3200,100033.3200
2020-03-24,100033.3200,100033.3200
2020-03-25,100033.3200,100033.3200
2020-03-26,100033.3200,100033.3200
2020-03-27,100033.3200,100033.3200
2020-03-30,100033.3200,100033.3200
2020-03-31,100033.3200,100033.3200
2020-04-01,100033.3200,100033.3200
2020-04-02,100033.3200,100033.3200
2020-04-03,100033.3200,100033.3200
2020-04-06,100033.3200,100033.3200
2020-04-07,100033.3200,100033.3200
2020-04-08,100033.3200,100033.3200
2020-04-09,100033.3200,100033.3200
2020-04-13,100033.3200,100033.3200
2020-04-14,100033.3200,100033.3200
2020-04-15,100033.3000,100033.8000
2020-04-16,100034.5200,100034.5200
2020-04-17,100034.5200,100034.5200
2020-04-20,100034.5200,100034.5200
2020-04-21,100034.5200,100034.5200
2020-04-22,100034.5000,100035.1100
2020-04-23,100034.5000,100034.8400
2020-04-24,100034.5000,100036.8300
2020-04-27,100034.5000,100036.8800
2020-04-28,100037.3300,100037.3300
2020-04-29,100037.3300,100037.3300
2020-04-30,100037.3100,100038.2600
2020-05-01,100036.3600,100036.3600
2020-05-04,100036.3600,100036.3600
2020-05-05,100036.3400,100036.9500
2020-05-06,100036.3400,100037.7200
2020-05-07,100038.3500,100038.3500
2020-05-08,100038.3500,100038.3500
2020-05-11,100038.3500,100038.3500
2020-05-12,100038.3500,100038.3500
2020-05-13,100038.3500,100038.3500
2020-05-14,100038.3300,100039.5800
2020-05-15,100038.3300,100039.1200
2020-05-18,100038.3300,100040.9300
2020-05-19,100040.9300,100040.9300
2020-05-20,100040.9300,100040.9300
2020-05-21,100040.9100,100040.4500
2020-05-22,100040.1600,100040.1600
2020-05-26,100040.1400,100038.4400
2020-05-27,100038.2700,100038.2700
2020-05-28,100038.2500,100038.6100
2020-05-29,100038.2500,100038.5300
2020-06-01,100038.2500,100039.5100
2020-06-02,100038.2500,100039.8800
2020-06-03,100040.1900,100040.1900
2020-06-04,100040.1900,100040.1900
2020-06-05,100040.1900,100040.1900
2020-06-08,100040.1700,100040.9600
2020-06-09,100040.6100,100040.6100
2020-06-10,100040.6100,100040.6100
2020-06-11,100040.6100,100040.6100
2020-06-12,100040.6100,100040.6100
2020-06-15,100040.5900,100043.0100
2020-06-16,100040.5900,100045.2800
2020-06-17,100040.5900,100045.1600
2020-06-18,100045.1000,100045.1000
2020-06-19,100045.0800,100043.8400
2020-06-22,100044.2200,100044.2200
2020-06-23,100044.2000,100044.8200
2020-06-24,100044.4200,100044.4200
2020-06-25,100044.4200,100044.4200
2020-06-26,100044.4000,100041.6900
2020-06-29,100044.4000,100043.7300
2020-06-30,100044.4000,100044.4800
2020-07-01,100044.4000,100044.3100
2020-07-02,100044.4000,100044.3100
2020-07-06,100044.4000,100046.7500
2020-07-07,100044.4000,100046.4600
2020-07-08,100047.4500,100047.4500
2020-07-09,100047.4300,100046.9100
2020-07-10,100046.4700,100046.4700
2020-07-13,100046.4500,100044.6500
2020-07-14,100043.9900,100043.9900
2020-07-15,100043.9700,100042.7000
2020-07-16,100043.9700,100041.5000
2020-07-17,100043.9700,100041.3000
2020-07-20,100043.9700,100043.3300
2020-07-21,100043.9700,100041.9800
2020-07-22,100043.9700,100042.2500
2020-07-23,100043.9700,100037.8200
2020-07-24,100043.9700,100037.5900
2020-07-27,100043.9700,100039.7800
2020-07-28,100039.3200,100039.3200
2020-07-29,100039.3000,100040.5800
2020-07-30,100039.3000,100041.7300
2020-07-31,100039.3000,100051.8000
2020-08-03,100039.3000,100054.4700
2020-08-04,100054.6500,100054.6500
2020-08-05,100054.6300,100055.3100
2020-08-06,100055.6300,100055.6300
2020-08-07,100055.6300,100055.6300
2020-08-10,100055.6300,100055.6300
2020-08-11,100055.6100,100053.0000
2020-08-12,100054.1000,100054.1000
2020-08-13,100054.1000,100054.1000
2020-08-14,100054.1000,100054.1000
2020-08-17,100054.1000,100054.1000
2020-08-18,100054.1000,100054.1000
2020-08-19,100054.0800,100053.7900
2020-08-20,100053.8200,100053.8200
2020-08-21,100053.8000,100058.9000
2020-08-24,100063.2000,100063.2000
2020-08-25,100063.2000,100063.2000
2020-08-26,100063.2000,100063.2000
2020-08-27,100063.1800,100061.0400
2020-08-28,100062.0200,100062.0200
2020-08-31,100062.0000,100063.4400
2020-09-01,100062.0000,100068.5800
2020-09-02,100071.9700,100071.9700
2020-09-03,100071.9700,100071.9700
2020-09-04,100071.9700,100071.9700
2020-09-08,100071.9700,100071.9700
2020-09-09,100071.9700,100071.9700
2020-09-10,100071.9700,100071.9700
2020-09-11,100071.9700,100071.9700
2020-09-14,100071.9700,100071.9700
2020-09-15,100071.9700,100071.9700
2020-09-16,100071.9700,100071.9700
2020-09-17,100071.9700,100071.9700
2020-09-18,100071.9700,100071.9700
2020-09-21,100071.9700,100071.9700
2020-09-22,100071.9700,100071.9700
2020-09-23,100071.9700,100071.9700
2020-09-24,100071.9700,100071.9700
2020-09-25,100071.9700,100071.9700
2020-09-28,100071.9700,100071.9700
2020-09-29,100071.9700,100071.9700
2020-09-30,100071.9700,100071.9700
2020-10-01,100071.9700,100071.9700
2020-10-02,100071.9700,100071.9700
2020-10-05,100071.9500,100074.5300
2020-10-06,100071.9500,100071.1900
2020-10-07,100071.9500,100073.1100
2020-10-08,100071.9500,100073.0000
2020-10-09,100071.9500,100075.0000
2020-10-12,100071.9500,100082.4300
2020-10-13,100071.9500,100079.1200
2020-10-14,100079.0100,100079.0100
2020-10-15,100078.9900,100080.9600
2020-10-16,100078.9900,100079.2700
2020-10-19,100080.1900,100080.1900
2020-10-20,100080.1900,100080.1900
2020-10-21,100080.1700,100080.3700
2020-10-22,100080.1700,100079.2500
2020-10-23,100080.1700,100078.5400
2020-10-26,100080.1700,100078.5500
2020-10-27,100080.1700,100080.0900
2020-10-28,100080.1700,100074.6900
2020-10-29,100080.1700,100078.8100
2020-10-30,100074.5300,100074.5300
2020-11-02,100074.5100,100074.1500
2020-11-03,100075.0300,100075.0300
2020-11-04,100075.0300,100075.0300
2020-11-05,100075.0300,100075.0300
2020-11-06,100075.0300,100075.0300
2020-11-09,100075.0100,100070.8100
2020-11-10,100075.0100,100070.4700
2020-11-11,100071.6700,100071.6700
2020-11-12,100071.6700,100071.6700
2020-11-13,100071.6500,100071.4600
2020-11-16,100071.6500,100072.5000
2020-11-17,100071.6500,100071.5800
2020-11-18,100071.6500,100070.2200
2020-11-19,100071.6500,100070.8300
2020-11-20,100071.6500,100069.5300
2020-11-23,100071.6500,100066.0400
2020-11-24,100071.6500,100067.3600
2020-11-25,100071.6500,100068.2200
2020-11-27,100068.7400,100068.7400
2020-11-30,100068.7400,100068.7400
2020-12-01,100068.7400,100068.7400
2020-12-02,100068.7200,100069.7800
2020-12-03,100068.7200,100069.6400
2020-12-04,100069.2700,100069.2700
2020-12-07,100069.2700,100069.2700
2020-12-08,100069.2500,100069.2400
2020-12-09,100069.3700,100069.3700
2020-12-10,100069.3700,100069.3700
2020-12-11,100069.3500,100069.3200
2020-12-14,100069.3500,100068.6800
2020-12-15,100069.3500,100074.7800
2020-12-16,100069.3500,100074.7100
2020-12-17,100069.3500,100075.6000
2020-12-18,100069.3500,100073.5700
2020-12-21,100069.3500,100075.1300
2020-12-22,100069.3500,100078.7900
2020-12-23,100069.3500,100077.8700
2020-12-24,100069.3500,100078.8800
2020-12-28,100069.3500,100083.6000
2020-12-29,100069.3500,100081.7700
2020-12-30,100082.4700,100082.4700
2020-12-31,100082.4500,100081.0500
2021-01-04,100081.8600,100081.8600
2021-01-05,100081.8600,100081.8600
2021-01-06,100081.8600,100081.8600
2021-01-07,100081.8600,100081.8600
2021-01-08,100081.8400,100081.4600
2021-01-11,100081.8400,100078.3800
2021-01-12,100081.8400,100078.2100
2021-01-13,100081.8400,100080.2900
2021-01-14,100080.1900,100080.1900
2021-01-15,100080.1900,100080.1900
2021-01-19,100080.1700,100080.2200
2021-01-20,100080.1700,100084.4100
2021-01-21,100086.1700,100086.1700
2021-01-22,100086.1500,100088.9400
2021-01-25,100086.1500,100092.7800
2021-01-26,100093.4500,100093.4500
2021-01-27,100093.4500,100093.4500
2021-01-28,100093.4500,100093.4500
2021-01-29,100093.4300,100089.5500
2021-02-01,100093.4300,100091.7200
2021-02-02,100093.2900,100093.2900
2021-02-03,100093.2900,100093.2900
2021-02-04,100093.2900,100093.2900
2021-02-05,100093.2900,100093.2900
2021-02-08,100093.2900,100093.2900
2021-02-09,100093.2900,100093.2900
2021-02-10,100093.2900,100093.2900
2021-02-11,100093.2900,100093.2900
2021-02-12,100093.2900,100093.2900
2021-02-16,100093.2700,100090.9600
2021-02-17,100089.0000,100089.0000
2021-02-18,100088.9800,100089.4900
2021-02-19,100088.9800,100089.6400
2021-02-22,100087.7600,100087.7600
2021-02-23,100087.7400,100089.8300
2021-02-24,100088.8900,100088.8900
2021-02-25,100088.8900,100088.8900
2021-02-26,100088.8900,100088.8900
2021-03-01,100088.8700,100092.9000
2021-03-02,100088.8700,100090.2300
2021-03-03,100089.8900,100089.8900
2021-03-04,100089.8900,100089.8900
2021-03-05,100089.8700,100090.2900
2021-03-08,100089.8700,100085.2400
2021-03-09,100089.8700,100089.9600
2021-03-10,100089.8700,100088.8600
2021-03-11,100089.8700,100090.8300
2021-03-12,100089.8700,100089.9000
2021-03-15,100089.8700,100092.8600
2021-03-16,100089.8700,100094.4400
2021-03-17,100092.9100,100092.9100
2021-03-18,100092.9100,100092.9100
2021-03-19,100092.9100,100092.9100
2021-03-22,100092.9100,100092.9100
2021-03-23,100092.9100,100092.9100
2021-03-24,100092.9100,100092.9100
2021-03-25,100092.9100,100092.9100
2021-03-26,100092.8900,100093.7400
2021-03-29,100092.8900,100093.9200
2021-03-30,100092.8900,100092.4400
2021-03-31,100092.8900,100094.6900
2021-04-01,100092.8900,100095.5400
2021-04-05,100092.8900,100098.4400
2021-04-06,100092.8900,100098.7400
2021-04-07,100098.3500,100098.3500
2021-04-08,100098.3300,100099.7400
2021-04-09,100098.3300,100102.3800
2021-04-12,100098.3300,100100.6200
2021-04-13,100101.8000,100101.8000
2021-04-14,100101.7800,100098.8500
2021-04-15,100100.6300,100100.6300
2021-04-16,100100.6100,100100.4600
2021-04-19,100099.7800,100099.7800
2021-04-20,100099.7600,100097.8400
2021-04-21,100099.7600,100098.2300
2021-04-22,100099.7600,100096.6700
2021-04-23,100099.7600,100099.0500
2021-04-26,100099.7600,100099.4500
2021-04-27,100099.7600,100099.1100
2021-04-28,100099.7600,100098.3100
2021-04-29,100099.7600,100098.2000
2021-04-30,100099.7600,100096.1900
2021-05-03,100099.7600,100097.2600
2021-05-04,100099.7600,100092.5700
2021-05-05,100099.7600,100092.8300
2021-05-06,100099.7600,100094.4700
2021-05-07,100099.7600,100094.9400
2021-05-10,100099.7600,100091.5700
2021-05-11,100099.7600,100090.6400
2021-05-12,100099.7600,100087.4900
2021-05-13,100099.7600,100089.7000
2021-05-14,100099.7600,100092.1700
2021-05-17,100099.7600,100090.9900
2021-05-18,100099.7600,100089.5700
2021-05-19,100099.7600,100089.4200
2021-05-20,100099.7600,100092.0300
2021-05-21,100099.7600,100090.1600
2021-05-24,100099.7600,100091.8200
2021-05-25,100099.7600,100091.6300
2021-05-26,100099.7600,100091.5700
2021-05-27,100099.7600,100090.0000
2021-05-28,100099.7600,100089.3400
2021-06-01,100099.7600,100089.0000
2021-06-02,100099.7600,100089.7800
2021-06-03,100099.7600,100088.2700
2021-06-04,100099.7600,100090.6100
2021-06-07,100099.7600,100090.6300
2021-06-08,100099.7600,100091.4600
2021-06-09,100099.7600,100091.8500
2021-06-10,100099.7600,100090.8400
2021-06-11,100099.7600,100092.0700
2021-06-14,100099.7600,100095.2000
2021-06-15,100094.6500,100094.6500
2021-06-16,100094.6500,100094.6500
2021-06-17,100094.6300,100096.6000
2021-06-18,100094.6300,100095.2800
2021-06-21,100095.1000,100095.1000
2021-06-22,100095.0800,100096.9100
2021-06-23,100096.6900,100096.6900
2021-06-24,100096.6900,100096.6900
2021-06-25,100096.6700,100096.3100
2021-06-28,100096.6700,100097.9700
2021-06-29,100096.6700,100099.5300
2021-06-30,100096.6700,100100.1600
2021-07-01,100096.6700,100100.4700
2021-07-02,100096.6700,100103.1600
2021-07-06,100096.6700,100105.2200
2021-07-07,100096.6700,100107.7700
2021-07-08,100104.7600,100104.7600
2021-07-09,100104.7600,100104.7600
2021-07-12,100104.7600,100104.7600
2021-07-13,100104.7600,100104.7600
2021-07-14,100104.7600,100104.7600
2021-07-15,100104.7600,100104.7600
2021-07-16,100104.7600,100104.7600
2021-07-19,100104.7600,100104.7600
2021-07-20,100104.7400,100107.4100
2021-07-21,100104.7400,100106.6600
2021-07-22,100104.7400,100108.0700
2021-07-23,100104.7400,100109.8200
2021-07-26,100104.7400,100110.2600
2021-07-27,100110.3600,100110.3600
2021-07-28,100110.3600,100110.3600
2021-07-29,100110.3400,100111.2700
2021-07-30,100110.3400,100111.5000
2021-08-02,100110.3400,100111.1600
2021-08-03,100110.3400,100113.0000
2021-08-04,100110.3400,100112.5800
2021-08-05,100110.3400,100112.6900
2021-08-06,100110.3400,100111.7700
2021-08-09,100110.3400,100111.7200
2021-08-10,100110.3400,100111.2400
2021-08-11,100110.3400,100111.5000
2021-08-12,100110.3400,100114.5200
2021-08-13,100110.3400,100114.7400
2021-08-16,100114.1500,100114.1500
2021-08-17,100114.1500,100114.1500
2021-08-18,100114.1500,100114.1500
2021-08-19,100114.1300,100115.7900
2021-08-20,100114.1300,100117.2900
2021-08-23,100117.3800,100117.3800
2021-08-24,100117.3800,100117.3800
2021-08-25,100117.3800,100117.3800
2021-08-26,100117.3600,100116.5300
2021-08-27,100117.3600,100117.6000
2021-08-30,100117.3600,100122.1100
2021-08-31,100121.6400,100121.6400
2021-09-01,100121.6400,100121.6400
2021-09-02,100121.6200,100121.3900
2021-09-03,100121.6200,100122.0500
2021-09-07,100121.6200,100124.4400
2021-09-08,100124.7000,100124.7000
2021-09-09,100124.7000,100124.7000
2021-09-10,100124.6800,100118.6400
2021-09-13,100124.6800,100119.2200
2021-09-14,100120.0000,100120.0000
2021-09-15,100119.9800,100120.4400
2021-09-16,100119.9800,100120.2000
2021-09-17,100120.2200,100120.2200
2021-09-20,100120.2200,100120.2200
2021-09-21,100120.2200,100120.2200
2021-09-22,100120.2200,100120.2200
2021-09-23,100120.2200,100120.2200
2021-09-24,100120.2200,100120.2200
2021-09-27,100120.2200,100120.2200
2021-09-28,100120.2200,100120.2200
2021-09-29,100120.2000,100120.5500
2021-09-30,100120.2000,100119.2200
2021-10-01,100119.5900,100119.5900
2021-10-04,100119.5700,100116.9400
2021-10-05,100117.2800,100117.2800
2021-10-06,100117.2600,100119.7800
2021-10-07,100120.8100,100120.8100
2021-10-08,100120.8100,100120.8100
2021-10-11,100120.8100,100120.8100
2021-10-12,100120.7900,100119.0600
2021-10-13,100118.7800,100118.7800
2021-10-14,100118.7600,100120.3900
2021-10-15,100118.7600,100121.4700
2021-10-18,100120.0600,100120.0600
2021-10-19,100120.0400,100121.7800
2021-10-20,100121.7000,100121.7000
2021-10-21,100121.7000,100121.7000
2021-10-22,100121.7000,100121.7000
2021-10-25,100121.7000,100121.7000
2021-10-26,100121.7000,100121.7000
2021-10-27,100121.7000,100121.7000
2021-10-28,100121.7000,100121.7000
2021-10-29,100121.7000,100121.7000
2021-11-01,100121.6800,100121.6400
2021-11-02,100121.6800,100122.7000
2021-11-03,100121.6800,100124.1700
2021-11-04,100121.6800,100123.6400
2021-11-05,100121.6800,100123.9500
2021-11-08,100121.6800,100123.1200
2021-11-09,100121.6800,100123.4800
2021-11-10,100121.6800,100120.5900
2021-11-11,100121.6800,100120.5400
2021-11-12,100121.6800,100122.6700
2021-11-15,100121.6800,100122.6800
2021-11-16,100122.6000,100122.6000
2021-11-17,100122.5800,100125.0600
2021-11-18,100122.5800,100129.4300
2021-11-19,100122.5800,100132.1200
2021-11-22,100122.5800,100132.5900
2021-11-23,100132.6600,100132.6600
2021-11-24,100132.6400,100133.8200
2021-11-26,100132.6400,100128.6800
2021-11-29,100132.6400,100132.1200
2021-11-30,100131.8500,100131.8500
2021-12-01,100131.8500,100131.8500
2021-12-02,100131.8500,100131.8500
2021-12-03,100131.8500,100131.8500
2021-12-06,100131.8500,100131.8500
2021-12-07,100131.8500,100131.8500
2021-12-08,100131.8500,100131.8500
2021-12-09,100131.8500,100131.8500
2021-12-10,100131.8500,100131.8500
2021-12-13,100131.8500,100131.8500
2021-12-14,100131.8500,100131.8500
2021-12-15,100131.8500,100131.8500
2021-12-16,100131.8500,100131.8500
2021-12-17,100131.8500,100131.8500
2021-12-20,100131.8500,100131.8500
2021-12-21,100131.8500,100131.8500
2021-12-22,100131.8500,100131.8500
2021-12-23,100131.8500,100131.8500
2021-12-27,100131.8500,100131.8500
2021-12-28,100131.8500,100131.8500
2021-12-29,100131.8500,100131.8500
2021-12-30,100131.8500,100131.8500
2021-12-31,100131.8500,100131.8500
2022-01-03,100131.8500,100131.8500
2022-01-04,100131.8500,100131.8500
2022-01-05,100131.8500,100131.8500
2022-01-06,100131.8500,100131.8500
2022-01-07,100131.8500,100131.8500
2022-01-10,100131.8500,100131.8500
2022-01-11,100131.8500,100131.8500
2022-01-12,100131.8500,100131.8500
2022-01-13,100131.8500,100131.8500
2022-01-14,100131.8300,100133.5600
2022-01-18,100131.9700,100131.9700
2022-01-19,100131.9700,100131.9700
2022-01-20,100131.9700,100131.9700
2022-01-21,100131.9700,100131.9700
2022-01-24,100131.9700,100131.9700
2022-01-25,100131.9700,100131.9700
2022-01-26,100131.9700,100131.9700
2022-01-27,100131.9700,100131.9700
2022-01-28,100131.9700,100131.9700
2022-01-31,100131.9700,100131.9700
2022-02-01,100131.9700,100131.9700
2022-02-02,100131.9700,100131.9700
2022-02-03,100131.9700,100131.9700
2022-02-04,100131.9700,100131.9700
2022-02-07,100131.9700,100131.9700
2022-02-08,100131.9700,100131.9700
2022-02-09,100131.9700,100131.9700
2022-02-10,100131.9700,100131.9700
2022-02-11,100131.9700,100131.9700
2022-02-14,100131.9700,100131.9700
2022-02-15,100131.9700,100131.9700
2022-02-16,100131.9700,100131.9700
2022-02-17,100131.9700,100131.9700
2022-02-18,100131.9700,100131.9700
2022-02-22,100131.9700,100131.9700
2022-02-23,100131.9700,100131.9700
2022-02-24,100131.9700,100131.9700
2022-02-25,100131.9700,100131.9700
2022-02-28,100131.9700,100131.9700
2022-03-01,100131.9700,100131.9700
2022-03-02,100131.9700,100131.9700
2022-03-03,100131.9700,100131.9700
2022-03-04,100131.9500,100130.6100
2022-03-07,100131.9500,100126.7500
2022-03-08,100126.2500,100126.2500
2022-03-09,100126.2300,100127.6900
2022-03-10,100126.2300,100123.2700
2022-03-11,100123.6500,100123.6500
2022-03-14,100123.6300,100122.7900
2022-03-15,100123.6300,100127.2600
2022-03-16,100123.6300,100131.7600
2022-03-17,100123.6300,100132.7900
2022-03-18,100123.6300,100136.1500
2022-03-21,100123.6300,100137.5600
2022-03-22,100123.6300,100141.0000
2022-03-23,100123.6300,100142.3900
2022-03-24,100123.6300,100146.2500
2022-03-25,100123.6300,100146.9000
2022-03-28,100144.3200,100144.3200
2022-03-29,100144.3200,100144.3200
2022-03-30,100144.3200,100144.3200
2022-03-31,100144.3200,100144.3200
2022-04-01,100144.3200,100144.3200
2022-04-04,100144.3000,100148.1600
2022-04-05,100144.3000,100144.7700
2022-04-06,100142.0600,100142.0600
2022-04-07,100142.0400,100143.0000
2022-04-08,100142.6200,100142.6200
2022-04-11,100142.6200,100142.6200
2022-04-12,100142.6000,100142.2300
2022-04-13,100142.6000,100144.9600
2022-04-14,100142.6000,100139.8500
2022-04-18,100142.6000,100139.6400
2022-04-19,100142.6000,100141.9600
2022-04-20,100142.6000,100141.7900
2022-04-21,100142.6000,100140.9800
2022-04-22,100142.6000,100136.3500
2022-04-25,100142.6000,100137.4500
2022-04-26,100142.6000,100131.3700
2022-04-27,100142.6000,100131.1400
2022-04-28,100142.6000,100138.2000
2022-04-29,100142.6000,100132.2100
2022-05-02,100142.6000,100132.5300
2022-05-03,100142.6000,100134.0400
2022-05-04,100142.6000,100140.5900
2022-05-05,100142.6000,100131.3400
2022-05-06,100142.6000,100131.8400
2022-05-09,100142.6000,100126.6200
2022-05-10,100142.6000,100129.0700
2022-05-11,100142.6000,100121.0700
2022-05-12,100142.6000,100117.1200
2022-05-13,100142.6000,100121.6800
2022-05-16,100142.6000,100120.1000
2022-05-17,100142.6000,100123.8100
2022-05-18,100142.6000,100115.3900
2022-05-19,100142.6000,100111.9200
2022-05-20,100142.6000,100112.1500
2022-05-23,100142.6000,100117.6800
2022-05-24,100142.6000,100114.9300
2022-05-25,100142.6000,100115.0900
2022-05-26,100142.6000,100118.3400
2022-05-27,100142.6000,100124.2000
2022-05-31,100142.6000,100123.4000
2022-06-01,100142.6000,100123.2800
2022-06-02,100142.6000,100125.7800
2022-06-03,100142.6000,100119.9500
2022-06-06,100142.6000,100120.7000
2022-06-07,100142.6000,100123.2800
2022-06-08,100142.6000,100122.5300
2022-06-09,100142.6000,100117.2000
2022-06-10,100142.6000,100111.7000
2022-06-13,100142.6000,100106.4500
2022-06-14,100142.6000,100107.3200
2022-06-15,100142.6000,100109.9900
2022-06-16,100142.6000,100104.6200
2022-06-17,100142.6000,100106.1200
2022-06-21,100142.6000,100110.4300
2022-06-22,100142.6000,100109.9200
2022-06-23,100142.6000,100112.8400
2022-06-24,100142.6000,100116.2300
2022-06-27,100142.6000,100116.2300
2022-06-28,100142.6000,100112.0100
2022-06-29,100142.6000,100113.7900
2022-06-30,100142.6000,100111.2900
2022-07-01,100142.6000,100113.4900
2022-07-05,100142.6000,100116.1200
2022-07-06,100142.6000,100117.4800
2022-07-07,100142.6000,100120.9200
2022-07-08,100142.6000,100121.6000
2022-07-11,100142.6000,100119.4300
2022-07-12,100142.6000,100120.4300
2022-07-13,100142.6000,100120.0600
2022-07-14,100142.6000,100123.0400
2022-07-15,100142.6000,100124.7300
2022-07-18,100142.6000,100121.6400
2022-07-19,100142.6000,100125.5700
2022-07-20,100142.6000,100127.6000
2022-07-21,100142.6000,100129.9200
2022-07-22,100129.9300,100129.9300
2022-07-25,100129.9300,100129.9300
2022-07-26,100129.9300,100129.9300
2022-07-27,100129.9100,100134.1000
2022-07-28,100129.9100,100134.6700
2022-07-29,100138.5400,100138.5400
2022-08-01,100138.5400,100138.5400
2022-08-02,100138.5400,100138.5400
2022-08-03,100138.5400,100138.5400
2022-08-04,100138.5200,100138.3100
2022-08-05,100135.7000,100135.7000
2022-08-08,100135.7000,100135.7000
2022-08-09,100135.7000,100135.7000
2022-08-10,100135.7000,100135.7000
2022-08-11,100135.6800,100134.1100
2022-08-12,100135.4200,100135.4200
2022-08-15,100135.4200,100135.4200
2022-08-16,100135.4200,100135.4200
2022-08-17,100135.4200,100135.4200
2022-08-18,100135.4200,100135.4200
2022-08-19,100135.4200,100135.4200
2022-08-22,100135.4200,100135.4200
2022-08-23,100135.4000,100135.5300
2022-08-24,100135.6100,100135.6100
2022-08-25,100135.5900,100136.8300
2022-08-26,100135.5900,100130.4200
2022-08-29,100127.9300,100127.9300
2022-08-30,100127.9300,100127.9300
2022-08-31,100127.9300,100127.9300
2022-09-01,100127.9300,100127.9300
2022-09-02,100127.9300,100127.9300
2022-09-06,100127.9300,100127.9300
2022-09-07,100127.9300,100127.9300
2022-09-08,100127.9300,100127.9300
2022-09-09,100127.9300,100127.9300
2022-09-12,100127.9300,100127.9300
2022-09-13,100127.9300,100127.9300
2022-09-14,100127.9300,100127.9300
2022-09-15,100127.9300,100127.9300
2022-09-16,100127.9300,100127.9300
2022-09-19,100127.9100,100133.0700
2022-09-20,100131.9700,100131.9700
2022-09-21,100131.9700,100131.9700
2022-09-22,100131.9700,100131.9700
2022-09-23,100131.9700,100131.9700
2022-09-26,100131.9700,100131.9700
2022-09-27,100131.9700,100131.9700
2022-09-28,100131.9700,100131.9700
2022-09-29,100131.9700,100131.9700
2022-09-30,100131.9700,100131.9700
2022-10-03,100131.9500,100136.1700
2022-10-04,100131.9500,100139.8300
2022-10-05,100131.9500,100140.1200
2022-10-06,100131.9500,100139.1500
2022-10-07,100131.9500,100133.8100
2022-10-10,100131.9500,100134.1400
2022-10-11,100131.9500,100132.7000
2022-10-12,100131.9500,100132.0600
2022-10-13,100131.9500,100136.7200
2022-10-14,100131.9500,100132.1100
2022-10-17,100131.9500,100136.1400
2022-10-18,100131.9500,100137.4800
2022-10-19,100131.9500,100137.5900
2022-10-20,100131.9500,100137.1100
2022-10-21,100131.9500,100141.0000
2022-10-24,100131.9500,100143.1700
2022-10-25,100131.9500,100146.0600
2022-10-26,100131.9500,100143.0800
2022-10-27,100131.9500,100138.5300
2022-10-28,100131.9500,100149.4700
2022-10-31,100131.9500,100147.0600
2022-11-01,100148.7900,100148.7900
2022-11-02,100148.7900,100148.7900
2022-11-03,100148.7900,100148.7900
2022-11-04,100148.7900,100148.7900
2022-11-07,100148.7900,100148.7900
2022-11-08,100148.7900,100148.7900
2022-11-09,100148.7900,100148.7900
2022-11-10,100148.7900,100148.7900
2022-11-11,100148.7900,100148.7900
2022-11-14,100148.7900,100148.7900
2022-11-15,100148.7900,100148.7900
2022-11-16,100148.7900,100148.7900
2022-11-17,100148.7900,100148.7900
2022-11-18,100148.7900,100148.7900
2022-11-21,100148.7900,100148.7900
2022-11-22,100148.7900,100148.7900
2022-11-23,100148.7900,100148.7900
2022-11-25,100148.7900,100148.7900
2022-11-28,100148.7900,100148.7900
2022-11-29,100148.7900,100148.7900
2022-11-30,100148.7900,100148.7900
2022-12-01,100148.7900,100148.7900
2022-12-02,100148.7900,100148.7900
2022-12-05,100148.7900,100148.7900
2022-12-06,100148.7900,100148.7900
2022-12-07,100148.7900,100148.7900
2022-12-08,100148.7900,100148.7900
2022-12-09,100148.7700,100148.5900
2022-12-12,100148.7700,100150.9200
2022-12-13,100148.7700,100151.9000
